State,County,Cnt
Texas,Cherokee,12
Texas,Childress,2
Texas,Clay,3
Texas,Cochran,1
Texas,Coke,2
Texas,Coleman,3
Texas,Collin,152
Texas,Collingsworth,1
Texas,Colorado,5
Texas,Comal,24
Texas,Comanche,4
Texas,Concho,1
Texas,Cooke,8
Texas,Coryell,19
Texas,Cottle,1
Texas,Crane,1
Texas,Crockett,1
Texas,Crosby,3
Texas,Culberson,1
Texas,Dallam,2
Texas,Dallas,529
Texas,Dawson,4
Texas,DeWitt,5
Texas,"Deaf Smith",4
Texas,Delta,2
Texas,Denton,137
Texas,Dickens,1
Texas,Dimmit,2
Texas,Donley,2
Texas,Duval,3
Texas,Eastland,5
Texas,Ector,28
Texas,Edwards,1
Texas,"El Paso",161
Texas,Ellis,31
Texas,Erath,8
Texas,Falls,6
Texas,Fannin,9
Texas,Fayette,7
Texas,Fisher,2
Texas,Floyd,2
Texas,Foard,1
Texas,"Fort Bend",76
Texas,Franklin,3
Texas,Freestone,7
Texas,Frio,3
Texas,Gaines,3
Texas,Galveston,67
Texas,Garza,1
Texas,Gillespie,5
Texas,Glasscock,1
Texas,Goliad,2
Texas,Gonzales,6
Texas,Gray,7
Texas,Grayson,26
Texas,Gregg,25
Texas,Grimes,6
Texas,Guadalupe,29
Texas,Hale,9
Texas,Hall,1
Texas,Hamilton,3
Texas,Hansford,2
Texas,Hardeman,1
Texas,Hardin,11
Texas,Harris,786
Texas,Harrison,14
Texas,Hartley,1
Texas,Haskell,2
Texas,Hays,25
Texas,Hemphill,1
Texas,Henderson,17
Texas,Hidalgo,113
Texas,Hill,11
Texas,Hockley,7
Texas,Hood,10
Texas,Hopkins,9
Texas,Houston,7
Texas,Howard,10
Texas,Hudspeth,1
Texas,Hunt,19
Texas,Hutchinson,7
Texas,Irion,1
Texas,Jack,3
Texas,Jackson,3
Texas,Jasper,8
Texas,"Jeff Davis",1
Texas,Jefferson,72
Texas,"Jim Hogg",2
Texas,"Jim Wells",7
Texas,Johnson,28
Texas,Jones,6
Texas,Karnes,4
Texas,Kaufman,18
Texas,Kendall,6
Texas,Kenedy,1
Texas,Kent,1
Texas,Kerr,10
Texas,Kimble,2
Texas,King,1
Texas,Kinney,1
Texas,Kleberg,6
Texas,Knox,2
Texas,"La Salle",1
Texas,Lamar,12
Texas,Lamb,5
Texas,Lampasas,5
Texas,Lavaca,6
Texas,Lee,4
Texas,Leon,3
Texas,Liberty,14
Texas,Limestone,8
Texas,Lipscomb,2
Texas,"Live Oak",4
Texas,Llano,6
Texas,Loving,1
Texas,Lubbock,68
Texas,Lynn,3
Texas,Madison,4
Texas,Marion,4
Texas,Martin,2
Texas,Mason,2
Texas,Matagorda,10
Texas,Maverick,9
Texas,McCulloch,3
Texas,McLennan,51
Texas,McMullen,1
Texas,Medina,8
Texas,Menard,1
Texas,Midland,27
Texas,Milam,7
Texas,Mills,2
Texas,Mitchell,2
Texas,Montague,6
Texas,Montgomery,59
Texas,Moore,4
Texas,Morris,3
Texas,Motley,1
Texas,Nacogdoches,13
Texas,Navarro,10
Texas,Newton,4
Texas,Nolan,5
Texas,Nueces,81
Texas,Ochiltree,3
Texas,Oldham,1
Texas,Orange,21
Texas,"Palo Pinto",9
Texas,Panola,6
Texas,Parker,19
Texas,Parmer,2
Texas,Pecos,4
Texas,Polk,10
Texas,Potter,34
Texas,Presidio,2
Texas,Rains,2
Texas,Randall,29
Texas,Reagan,1
Texas,Real,1
Texas,"Red River",4
Texas,Reeves,5
Texas,Refugio,2
Texas,Roberts,1
Texas,Robertson,5
Texas,Rockwall,11
Texas,Runnels,4
Texas,Rusk,13
Texas,Sabine,3
Texas,"San Augustine",3
Texas,"San Jacinto",4
Texas,"San Patricio",16
Texas,"San Saba",2
Texas,Schleicher,1
Texas,Scurry,4
Texas,Shackelford,1
Texas,Shelby,6
Texas,Sherman,1
Texas,Smith,41
Texas,Somervell,2
Texas,Starr,15
Texas,Stephens,3
Texas,Sterling,1
Texas,Stonewall,1
Texas,Sutton,1
Texas,Swisher,3
Texas,Tarrant,357
Texas,Taylor,38
Texas,Terrell,1
Texas,Terry,3
Texas,Throckmorton,1
Texas,Titus,8
Texas,"Tom Green",25
Texas,Travis,218
Texas,Trinity,5
Texas,Tyler,5
Texas,Upshur,7
Texas,Upton,2
Texas,Uvalde,5
Texas,"Val Verde",10
Texas,"Van Zandt",10
Texas,Victoria,23
Texas,Walker,10
Texas,Waller,6
Texas,Ward,3
Texas,Washington,6
Texas,Webb,61
Texas,Wharton,11
Texas,Wheeler,2
Texas,Wichita,37
Texas,Wilbarger,4
Texas,Willacy,6
Texas,Williamson,89
Texas,Wilson,11
Texas,Winkler,3
Texas,Wise,11
Texas,Wood,10
Texas,Yoakum,2
Texas,Young,4
Texas,Zapata,3
Texas,Zavala,4
Utah,Beaver,2
Utah,"Box Elder",11
Utah,Cache,26
Utah,Carbon,5
Utah,Daggett,1
Utah,Davis,54
Utah,Duchesne,3
Utah,Emery,3
Utah,Garfield,2
Utah,Grand,2
Utah,Iron,8
Utah,Juab,2
Utah,Kane,2
Utah,Millard,3
Utah,Morgan,2
Utah,Piute,1
Utah,Rich,1
Utah,"Salt Lake",212
Utah,"San Juan",4
Utah,Sanpete,5
Utah,Sevier,5
Utah,Summit,13
Utah,Tooele,11
Utah,Uintah,6
Utah,Utah,128
Utah,Wasatch,4
Utah,Washington,21
Utah,Wayne,1
Utah,Weber,50
Vermont,Addison,10
Vermont,Bennington,12
Vermont,Caledonia,10
Vermont,Chittenden,35
Vermont,Essex,3
Vermont,Franklin,10
Vermont,"Grand Isle",2
Vermont,Lamoille,7
Vermont,Orange,10
Vermont,Orleans,10
Vermont,Rutland,20
Vermont,Washington,19
Vermont,Windham,18
Vermont,Windsor,18
Virginia,Accomack,11
Virginia,Albemarle,22
Virginia,Alexandria,38
Virginia,Alleghany,6
Virginia,Amelia,2
Virginia,Amherst,9
Virginia,Appomattox,3
Virginia,Arlington,59
Virginia,Augusta,13
Virginia,Bath,1
Virginia,Bedford,16
Virginia,"Bedford City",1
Virginia,Bland,2
Virginia,Botetourt,8
Virginia,Bristol,4
Virginia,Brunswick,5
Virginia,Buchanan,7
Virginia,Buckingham,4
Virginia,"Buena Vista",1
Virginia,Campbell,12
Virginia,Caroline,7
Virginia,Carroll,7
Virginia,"Charles City",3
Virginia,Charlotte,3
Virginia,Charlottesville,12
Virginia,Chesapeake,41
Virginia,Chesterfield,71
Virginia,Clarke,3
Virginia,"Colonial Heights",5
Virginia,Covington,2
Virginia,Craig,1
Virginia,Culpeper,8
Virginia,Cumberland,2
Virginia,Danville,16
Virginia,Dickenson,4
Virginia,Dinwiddie,7
Virginia,Emporia,2
Virginia,Essex,3
Virginia,Fairfax,258
Virginia,"Fairfax City",5
Virginia,"Falls Church",3
Virginia,Fauquier,17
Virginia,Floyd,3
Virginia,Fluvanna,4
Virginia,Franklin,10
Virginia,"Franklin City",2
Virginia,Frederick,14
Virginia,Fredericksburg,6
Virginia,Galax,2
Virginia,Giles,4
Virginia,Gloucester,8
Virginia,Goochland,5
Virginia,Grayson,5
Virginia,Greene,3
Virginia,Greensville,3
Virginia,Halifax,9
Virginia,Hampton,34
Virginia,Hanover,23
Virginia,Harrisonburg,11
Virginia,Henrico,64
Virginia,Henry,14
Virginia,Highland,1
Virginia,Hopewell,7
Virginia,"Isle of Wight",8
Virginia,"James City",11
Virginia,"King George",5
Virginia,"King William",4
Virginia,"King and Queen",2
Virginia,Lancaster,3
Virginia,Lee,6
Virginia,Lexington,1
Virginia,Loudoun,65
Virginia,Louisa,6
Virginia,Lunenburg,3
Virginia,Lynchburg,19
Virginia,Madison,2
Virginia,Manassas,7
Virginia,"Manassas Park",2
Virginia,Martinsville,5
Virginia,Mathews,2
Virginia,Mecklenburg,9
Virginia,Middlesex,4
Virginia,Montgomery,16
Virginia,Nelson,3
Virginia,"New Kent",3
Virginia,"Newport News",44
Virginia,Norfolk,81
Virginia,Northampton,4
Virginia,Northumberland,3
Virginia,Norton,1
Virginia,Nottoway,4
Virginia,Orange,5
Virginia,Page,5
Virginia,Patrick,4
Virginia,Petersburg,11
Virginia,Pittsylvania,16
Virginia,Poquoson,3
Virginia,Portsmouth,31
Virginia,Powhatan,5
Virginia,"Prince Edward",5
Virginia,"Prince George",7
Virginia,"Prince William",83
Virginia,Pulaski,10
Virginia,Radford,3
Virginia,Rappahannock,2
Virginia,Richmond,2
Virginia,"Richmond City",66
Virginia,Roanoke,18
Virginia,"Roanoke City",23
Virginia,Rockbridge,4
Virginia,Rockingham,19
Virginia,Russell,7
Virginia,Salem,5
Virginia,Scott,6
Virginia,Shenandoah,9
Virginia,Smyth,9
Virginia,Southampton,5
Virginia,Spotsylvania,30
Virginia,Stafford,27
Virginia,Staunton,6
Virginia,Suffolk,28
Virginia,Surry,2
Virginia,Sussex,5
Virginia,Tazewell,11
Virginia,"Virginia Beach",100
Virginia,Warren,8
Virginia,Washington,13
Virginia,Waynesboro,5
Virginia,Westmoreland,4
Virginia,Williamsburg,3
Virginia,Winchester,5
Virginia,Wise,11
Virginia,Wythe,6
Virginia,York,14
Washington,Adams,5
Washington,Asotin,6
Washington,Benton,37
Washington,Chelan,14
Washington,Clallam,22
Washington,Clark,104
Washington,Columbia,1
Washington,Cowlitz,24
Washington,Douglas,8
Washington,Ferry,3
Washington,Franklin,13
Washington,Garfield,1
Washington,Grant,16
Washington,"Grays Harbor",17
Washington,Island,22
Washington,Jefferson,7
Washington,King,397
Washington,Kitsap,55
Washington,Kittitas,8
Washington,Klickitat,3
Washington,Lewis,20
Washington,Lincoln,4
Washington,Mason,14
Washington,Okanogan,10
Washington,Pacific,8
Washington,"Pend Oreille",5
Washington,Pierce,172
Washington,"San Juan",5
Washington,Skagit,30
Washington,Skamania,5
Washington,Snohomish,151
Washington,Spokane,105
Washington,Stevens,12
Washington,Thurston,49
Washington,Wahkiakum,1
Washington,"Walla Walla",12
Washington,Whatcom,34
Washington,Whitman,10
Washington,Yakima,45
"West Virginia",Barbour,4
"West Virginia",Berkeley,14
"West Virginia",Boone,8
"West Virginia",Braxton,3
"West Virginia",Brooke,6
"West Virginia",Cabell,29
"West Virginia",Calhoun,2
"West Virginia",Clay,3
"West Virginia",Doddridge,2
"West Virginia",Fayette,12
"West Virginia",Gilmer,2
"West Virginia",Grant,3
"West Virginia",Greenbrier,7
"West Virginia",Hampshire,5
"West Virginia",Hancock,8
"West Virginia",Hardy,3
"West Virginia",Harrison,22
"West Virginia",Jackson,6
"West Virginia",Jefferson,15
"West Virginia",Kanawha,53
"West Virginia",Lewis,5
"West Virginia",Lincoln,5
"West Virginia",Logan,9
"West Virginia",Marion,18
"West Virginia",Marshall,9
"West Virginia",Mason,6
"West Virginia",McDowell,8
"West Virginia",Mercer,16
"West Virginia",Mineral,7
"West Virginia",Mingo,7
"West Virginia",Monongalia,24
"West Virginia",Monroe,3
"West Virginia",Morgan,4
"West Virginia",Nicholas,7
"West Virginia",Ohio,18
"West Virginia",Pendleton,3
"West Virginia",Pleasants,2
"West Virginia",Pocahontas,4
"West Virginia",Preston,8
"West Virginia",Putnam,10
"West Virginia",Raleigh,17
"West Virginia",Randolph,7
"West Virginia",Ritchie,3
"West Virginia",Roane,4
"West Virginia",Summers,4
"West Virginia",Taylor,4
"West Virginia",Tucker,3
"West Virginia",Tyler,3
"West Virginia",Upshur,6
"West Virginia",Wayne,11
"West Virginia",Webster,3
"West Virginia",Wetzel,5
"West Virginia",Wirt,2
"West Virginia",Wood,26
"West Virginia",Wyoming,6
Wisconsin,Adams,7
Wisconsin,Ashland,7
Wisconsin,Barron,10
Wisconsin,Bayfield,5
Wisconsin,Brown,54
Wisconsin,Buffalo,5
Wisconsin,Burnett,6
Wisconsin,Calumet,11
Wisconsin,Chippewa,11
Wisconsin,Clark,8
Wisconsin,Columbia,12
Wisconsin,Crawford,6
Wisconsin,Dane,107
Wisconsin,Dodge,20
Wisconsin,Door,9
Wisconsin,Douglas,12
Wisconsin,Dunn,8
Wisconsin,"Eau Claire",20
Wisconsin,Florence,2
Wisconsin,"Fond du Lac",20
Wisconsin,Forest,4
Wisconsin,Grant,12
Wisconsin,Green,8
Wisconsin,"Green Lake",6
Wisconsin,Iowa,6
Wisconsin,Iron,3
Wisconsin,Jackson,5
Wisconsin,Jefferson,20
Wisconsin,Juneau,7
Wisconsin,Kenosha,35
Wisconsin,Kewaunee,4
Wisconsin,"La Crosse",25
Wisconsin,Lafayette,5
Wisconsin,Langlade,6
Wisconsin,Lincoln,10
Wisconsin,Manitowoc,19
Wisconsin,Marathon,27
Wisconsin,Marinette,12
Wisconsin,Marquette,5
Wisconsin,Menominee,2
Wisconsin,Milwaukee,297
Wisconsin,Monroe,9
Wisconsin,Oconto,10
Wisconsin,Oneida,14
Wisconsin,Outagamie,40
Wisconsin,Ozaukee,18
Wisconsin,Pepin,2
Wisconsin,Pierce,8
Wisconsin,Polk,10
Wisconsin,Portage,14
Wisconsin,Price,6
Wisconsin,Racine,44
Wisconsin,Richland,5
Wisconsin,Rock,38
Wisconsin,Rusk,5
Wisconsin,Sauk,13
Wisconsin,Sawyer,6
Wisconsin,Shawano,11
Wisconsin,Sheboygan,26
Wisconsin,"St. Croix",14
Wisconsin,Taylor,6
Wisconsin,Trempealeau,8
Wisconsin,Vernon,7
Wisconsin,Vilas,5
Wisconsin,Walworth,22
Wisconsin,Washburn,5
Wisconsin,Washington,28
Wisconsin,Waukesha,86
Wisconsin,Waupaca,12
Wisconsin,Waushara,7
Wisconsin,Winnebago,41
Wisconsin,Wood,17
Wyoming,Albany,10
Wyoming,"Big Horn",3
Wyoming,Campbell,7
Wyoming,Carbon,5
Wyoming,Converse,4
Wyoming,Crook,2
Wyoming,Fremont,10
Wyoming,Goshen,4
Wyoming,"Hot Springs",2
Wyoming,Johnson,2
Wyoming,Laramie,21
Wyoming,Lincoln,4
Wyoming,Natrona,18
Wyoming,Niobrara,1
Wyoming,Park,5
Wyoming,Platte,2
Wyoming,Sheridan,6
Wyoming,Sublette,2
Wyoming,Sweetwater,12
Wyoming,Teton,4
Wyoming,Uinta,3
Wyoming,Washakie,3
Wyoming,Weston,2
